date,hour,temperature_2m,precipitation,cloudcover,windspeed_10m
2024-07-10,0,,,,
2024-07-10,1,,,,
2024-07-10,2,,,,
2024-07-10,3,,,,
2024-07-10,4,,,,
2024-07-10,5,,,,
2024-07-10,6,,,,
2024-07-10,7,,,,
2024-07-10,8,,,,
2024-07-10,9,,,,
2024-07-10,10,,,,
2024-07-10,11,,,,
2024-07-10,12,,,,
2024-07-10,13,,,,
2024-07-10,14,,,,
2024-07-10,15,,,,
2024-07-10,16,,,,
2024-07-10,17,,,,
2024-07-10,18,,,,
2024-07-10,19,,,,
2024-07-10,20,,,,
2024-07-10,21,,,,
2024-07-10,22,,,,
2024-07-10,23,,,,
